100,100,100,569,570,536,100,538,538,536,536,568,536,537,538,536,537,100,536,568,568,569,570,100,538,536,100,100,100,536,568,568,536,537,100,568,568,100,100,100,100,100,100,100,100,100,100,100,100,100,568,536,568,568,568,569,570,100,100,570,100,100,537,538,570,100,100,100,100,568,568,568,536,536,536,537,538,100,570,536,100,538,100,100,100,100,100,568,568,569,536,100,538,100,100,569,570,568,569,536
100,100,100,100,538,538,538,538,536,568,568,536,537,538,100,100,100,100,568,569,100,537,538,538,536,537,100,100,536,568,100,100,100,100,100,536,536,100,100,100,100,100,100,100,100,100,100,100,100,100,536,568,568,569,570,100,100,100,570,100,100,100,100,100,100,568,568,568,568,568,569,100,568,568,568,100,537,538,537,536,100,536,100,100,100,100,100,569,570,570,536,100,538,100,100,100,569,568,536,568
100,100,569,100,538,100,100,536,568,536,537,538,538,100,100,100,100,570,570,536,100,538,538,536,537,100,100,100,568,569,100,100,100,100,100,568,568,569,100,538,536,536,100,100,536,537,100,570,536,536,568,568,569,570,504,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,537,536,537,100,504,100,100,100,100,570,100,538,568,568,100,100,100,100,100,568,536,568,569
100,100,100,100,100,100,536,568,536,537,100,100,100,100,537,100,100,570,100,538,538,570,100,100,100,100,100,100,569,100,537,100,100,100,100,568,569,100,100,100,538,538,504,505,505,505,505,505,505,505,505,505,505,505,505,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,537,505,505,505,505,504,504,504,100,100,100,100,538,536,568,100,100,100,100,100,536,568,568,569
100,100,100,100,100,536,568,536,536,536,568,568,100,537,100,100,570,100,100,570,570,536,100,538,536,100,100,100,569,100,536,504,505,505,505,505,505,504,504,505,505,505,505,505,537,537,537,537,537,537,537,537,537,537,537,570,538,538,538,538,570,570,568,569,570,569,570,569,570,538,568,568,569,570,536,536,537,537,537,537,537,505,505,505,504,100,100,100,538,568,568,100,100,100,100,100,568,569,570,570
569,100,568,569,100,100,569,536,568,568,569,100,100,537,100,100,100,504,100,100,536,537,536,536,568,100,505,505,505,505,505,505,505,537,504,504,504,505,505,505,537,537,537,537,536,568,568,568,569,570,538,538,568,569,570,538,538,570,570,570,570,570,568,568,569,570,570,538,538,538,570,536,536,568,568,568,568,568,568,504,536,100,100,100,100,100,100,100,536,568,568,100,100,100,100,100,100,100,569,570
568,569,570,536,100,100,536,537,100,569,570,536,537,100,100,100,100,100,100,100,100,100,100,100,100,100,100,505,537,537,537,537,504,504,504,505,505,505,537,537,568,569,570,570,568,568,569,570,538,538,538,536,568,569,570,538,570,570,-1,-1,-1,-1,568,569,570,570,538,570,570,570,-1,568,568,568,504,504,505,505,505,505,505,100,536,100,100,100,100,100,568,568,568,100,100,100,100,100,569,100,569,570
568,569,536,568,569,570,536,537,100,570,536,537,100,100,100,100,100,100,100,100,100,100,100,100,100,100,505,505,568,504,504,504,536,504,505,505,537,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,568,569,570,570,570,-1,-1,-1,-1,-1,-1,-1,536,536,504,504,504,505,537,570,536,536,100,100,100,100,505,505,505,100,100,100,100,100,569,100,569,570
568,569,568,568,569,570,536,537,100,536,537,100,100,504,100,100,537,504,100,100,100,505,536,504,505,505,504,504,504,536,536,504,505,505,505,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,568,536,536,504,504,505,569,570,-1,568,536,536,100,100,100,100,100,100,100,100,100,569,100,569,570
536,536,568,100,100,100,100,100,100,100,100,100,504,100,100,504,100,100,100,100,505,505,504,505,504,504,536,536,536,504,505,505,505,537,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,536,504,504,505,-1,-1,-1,504,536,100,505,536,100,100,100,100,100,100,569,100,569,536
568,568,569,100,100,100,100,100,100,100,100,504,100,100,100,100,100,100,100,505,505,537,504,504,536,536,536,504,505,505,505,537,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,536,504,504,505,-1,-1,536,536,100,505,-1,536,100,505,100,100,100,569,100,100,536
